LoggerCode,Year,DayOfYear,Hour,Minute,SiteID,AverageVoltage,SensitID,PulseCountSum
101,2022,283,1400,0,9734,13.39,1298,0
101,2022,283,1500,0,9734,12.89,1298,0
101,2022,283,1600,0,9734,12.57,1298,0
101,2022,283,1700,0,9734,12.69,1298,0
101,2022,283,1800,0,9734,12.64,1298,0
101,2022,283,1900,0,9734,12.62,1298,0
101,2022,283,2000,0,9734,12.6,1298,0
101,2022,283,2100,0,9734,12.58,1298,0
101,2022,283,2200,0,9734,12.55,1298,0
101,2022,283,2300,0,9734,12.53,1298,0
101,2022,284,000,0,9734,12.51,1298,0
101,2022,284,100,0,9734,12.49,1298,0
101,2022,284,200,0,9734,12.46,1298,0
101,2022,284,300,0,9734,12.44,1298,0
101,2022,284,400,0,9734,12.42,1298,0
101,2022,284,500,0,9734,12.21,1298,0
101,2022,284,600,0,9734,12.18,1298,0
101,2022,284,700,0,9734,12.58,1298,0
101,2022,284,800,0,9734,13.32,1298,0
101,2022,284,900,0,9734,13.77,1298,0
101,2022,284,1000,0,9734,13.68,1298,0
101,2022,284,1100,0,9734,13.47,1298,0
101,2022,284,1200,0,9734,13.46,1298,0
101,2022,284,1300,0,9734,13.45,1298,0
101,2022,284,1400,0,9734,13.41,1298,0
101,2022,284,1500,0,9734,12.81,1298,0
101,2022,284,1600,0,9734,12.55,1298,0
101,2022,284,1700,0,9734,12.69,1298,0
101,2022,284,1800,0,9734,12.65,1298,0
101,2022,284,1900,0,9734,12.62,1298,0
101,2022,284,2000,0,9734,12.59,1298,0
101,2022,284,2100,0,9734,12.55,1298,0
101,2022,284,2200,0,9734,12.53,1298,0
101,2022,284,2300,0,9734,12.5,1298,0
101,2022,285,000,0,9734,12.47,1298,0
101,2022,285,100,0,9734,12.45,1298,0
101,2022,285,200,0,9734,12.43,1298,0
101,2022,285,300,0,9734,12.41,1298,0
101,2022,285,400,0,9734,12.39,1298,0
101,2022,285,500,0,9734,12.18,1298,0
101,2022,285,600,0,9734,12.14,1298,0
101,2022,285,700,0,9734,12.52,1298,0
101,2022,285,800,0,9734,13.35,1298,0
101,2022,285,900,0,9734,13.75,1298,0
101,2022,285,1000,0,9734,13.73,1298,0
101,2022,285,1100,0,9734,13.47,1298,0
101,2022,285,1200,0,9734,13.46,1298,0
101,2022,285,1300,0,9734,13.45,1298,0
101,2022,285,1400,0,9734,13.39,1298,0
101,2022,285,1500,0,9734,12.81,1298,0
101,2022,285,1600,0,9734,12.55,1298,0
101,2022,285,1700,0,9734,12.68,1298,0
101,2022,285,1800,0,9734,12.64,1298,0
101,2022,285,1900,0,9734,12.61,1298,0
101,2022,285,2000,0,9734,12.57,1298,0
101,2022,285,2100,0,9734,12.54,1298,0
101,2022,285,2200,0,9734,12.51,1298,0
101,2022,285,2300,0,9734,12.49,1298,0
101,2022,286,000,0,9734,12.46,1298,0
101,2022,286,100,0,9734,12.44,1298,0
101,2022,286,200,0,9734,12.42,1298,0
101,2022,286,300,0,9734,12.39,1298,0
101,2022,286,400,0,9734,12.37,1298,0
101,2022,286,500,0,9734,12.16,1298,0
101,2022,286,600,0,9734,12.12,1298,0
101,2022,286,700,0,9734,12.52,1298,0
101,2022,286,800,0,9734,13.38,1298,0
101,2022,286,900,0,9734,13.79,1298,0
101,2022,286,1000,0,9734,13.69,1298,0
101,2022,286,1100,0,9734,13.47,1298,0
101,2022,286,1200,0,9734,13.46,1298,0
101,2022,286,1300,0,9734,13.46,1298,0
101,2022,286,1400,0,9734,13.4,1298,0
101,2022,286,1500,0,9734,12.8,1298,0
101,2022,286,1600,0,9734,12.54,1298,0
101,2022,286,1700,0,9734,12.68,1298,0
101,2022,286,1800,0,9734,12.64,1298,0
101,2022,286,1900,0,9734,12.61,1298,0
101,2022,286,2000,0,9734,12.58,1298,0
101,2022,286,2100,0,9734,12.54,1298,0
101,2022,286,2200,0,9734,12.51,1298,0
101,2022,286,2300,0,9734,12.48,1298,0
101,2022,287,000,0,9734,12.46,1298,0
101,2022,287,100,0,9734,12.44,1298,0
101,2022,287,200,0,9734,12.42,1298,0
101,2022,287,300,0,9734,12.4,1298,0
101,2022,287,400,0,9734,12.38,1298,0
101,2022,287,500,0,9734,12.16,1298,0
101,2022,287,600,0,9734,12.13,1298,0
101,2022,287,700,0,9734,12.6,1298,0
101,2022,287,800,0,9734,13.4,1298,0
101,2022,287,900,0,9734,13.8,1298,0
101,2022,287,1000,0,9734,13.67,1298,0
101,2022,287,1100,0,9734,13.47,1298,0
101,2022,287,1200,0,9734,13.46,1298,0
101,2022,287,1300,0,9734,13.46,1298,0
101,2022,287,1400,0,9734,13.39,1298,0
101,2022,287,1500,0,9734,12.8,1298,0
101,2022,287,1600,0,9734,12.54,1298,0
101,2022,287,1700,0,9734,12.68,1298,0
101,2022,287,1800,0,9734,12.64,1298,0
101,2022,287,1900,0,9734,12.61,1298,0
101,2022,287,2000,0,9734,12.58,1298,0
101,2022,287,2100,0,9734,12.54,1298,0
101,2022,287,2200,0,9734,12.51,1298,0
101,2022,287,2300,0,9734,12.48,1298,0
101,2022,288,000,0,9734,12.46,1298,0
101,2022,288,100,0,9734,12.44,1298,0
101,2022,288,200,0,9734,12.42,1298,0
101,2022,288,300,0,9734,12.4,1298,0
101,2022,288,400,0,9734,12.38,1298,0
101,2022,288,500,0,9734,12.16,1298,0
101,2022,288,600,0,9734,12.12,1298,0
